date,baseline,sh_overlay,spy_bh
2021-01-04,1.0,1.0,1.0
2021-01-05,1.0,1.0,1.006887183350012
2021-01-06,0.9995,0.9995,1.0129068909345005
2021-01-07,1.01768253878693,1.01768253878693,1.0279562043406323
2021-01-08,1.0276845957531358,1.0276845957531358,1.0338132435522436
2021-01-11,1.0179201697358868,1.0179201697358868,1.026844459346329
2021-01-12,1.0241990506784429,1.0241990506784429,1.027061528289808
2021-01-13,1.0264795262820634,1.0264795262820634,1.0298269795185406
2021-01-14,1.023641218507902,1.023641218507902,1.0262207194706576
2021-01-15,1.0132807139222928,1.0132807139222928,1.0187369076404535
2021-01-19,1.0211611783845898,1.0211611783845898,1.0267359248745898
2021-01-20,1.034720058768061,1.034720058768061,1.040944696131035
2021-01-21,1.0356015466486406,1.0356015466486406,1.0418935949728183
2021-01-22,1.031074803272646,1.031074803272646,1.0382059118486755
2021-01-25,1.0333840455897878,1.0333840455897878,1.0423004436846537
2021-01-26,1.0331971709623518,1.0331971709623518,1.040673315506776
2021-01-27,1.0106439724191036,1.0106439724191036,1.0152388265050247
2021-01-28,1.0151844179607665,1.0151844179607665,1.023970118086572
2021-01-29,0.998161959258602,0.998161959258602,1.0034707919603068
2021-02-01,1.0022769932114983,1.0022769932114983,1.0201740782703321
2021-02-02,1.0058455175005123,1.0058455175005123,1.034599562910971
2021-02-03,1.0059217709477917,1.0059217709477917,1.0354131714448205
2021-02-04,1.0115251540729862,1.0115251540729862,1.0471812948793595
2021-02-05,1.0148696029683666,1.0148696029683666,1.0513026714413538
2021-02-08,1.0215298879573416,1.0215298879573416,1.058895373302582
2021-02-09,1.0199824079501847,1.0199824079501847,1.0581902103506509
2021-02-10,1.0172982618862112,1.0172982618862112,1.0577292277376775
2021-02-11,1.0161957316903505,1.0161957316903505,1.0594375123223514
2021-02-12,1.0205013311349045,1.0205013311349045,1.0646709894379336
2021-02-16,1.0236105013508818,1.0236105013508818,1.063748935322166
2021-02-17,1.0264833711836825,1.0264833711836825,1.063993026771303
2021-02-18,1.0238337169897627,1.0238337169897627,1.0594647126076522
2021-02-19,1.025008388334641,1.025008388334641,1.0575935818704587
2021-02-22,1.0198763387649552,1.0198763387649552,1.0494590076589247
2021-02-23,1.0218479823821391,1.0218479823821391,1.0507335099159263
2021-02-24,1.030061006926825,1.030061006926825,1.0623117646922875
2021-02-25,1.0184679544080806,1.0184679544080806,1.0367145184278377
2021-02-26,1.0119322492791925,1.0119322492791925,1.0313725957303375
2021-03-01,1.026448163925899,1.026448163925899,1.0563733912942377
2021-03-02,1.0233630230614672,1.0233630230614672,1.0481303715007855
2021-03-03,1.0220097348954698,1.0220097348954698,1.0342471147697372
2021-03-04,1.0155104758870763,1.0155104758870763,1.0214485805273334
2021-03-05,1.0206883404376057,1.0205614016281197,1.040239710958746
2021-03-08,1.0242403966601985,1.0252860597689848,1.0350604566341228
2021-03-09,1.0216706712460522,1.0191782715659696,1.0498386560854593
2021-03-10,1.0273759225870576,1.023551624326286,1.0563733912942377
2021-03-11,1.0265445096423294,1.0200762661275917,1.0670843480847176
2021-03-12,1.0293240424719245,1.0221245160950856,1.0685212520451326
2021-03-15,1.0290638672218884,1.0218661606204533,1.0748935855504973
2021-03-16,1.023075282111558,1.0159194621995258,1.073537660217236
2021-03-17,1.0294123723226256,1.0222122281295658,1.0771984986153633
2021-03-18,1.0206893234849517,1.013550191973615,1.0615254453335599
2021-03-19,1.0193102619045193,1.0121807761313701,1.0595613358433449
2021-03-22,1.0241382646525894,1.0169750097924493,1.068021869029382
2021-03-23,1.014558860245777,1.0074626077793005,1.0596157364139465
2021-03-24,1.0052434282076481,0.9982123318007825,1.0542292799160027
2021-03-25,1.008332526745196,1.0012798238806124,1.0601600087894256
2021-03-26,1.0180610979609623,1.0109403493671556,1.0772440990936616
2021-03-29,1.0142639028654605,1.0071697134552735,1.076700004497825
2021-03-30,1.0164973478578125,1.0093875367915968,1.0738436189819591
2021-03-31,1.021490102378881,1.0143453698823046,1.078196286858831
2021-04-01,1.0338944035753346,1.0266629101658045,1.089839964543628
2021-04-05,1.050980457798933,1.0436294573216738,1.1054825286167447
2021-04-06,1.051258517340093,1.0439055719971566,1.104829632879705
2021-04-07,1.0527377324813958,1.0453744408840366,1.1061081351786624
2021-04-08,1.058308339802909,1.0509060850290461,1.111358501360281
2021-04-09,1.0669446582820001,1.0594819974551128,1.119438586111392
2021-04-12,1.0696202898752496,1.0621389145527949,1.1198464126112613
2021-04-13,1.0742188527716134,1.066705313161236,1.1231652918670614
2021-04-14,1.0685701735822568,1.0610961432159465,1.1193296071905465
2021-04-15,1.0777253969910332,1.070187331131819,1.1313539110899118
2021-04-16,1.0831880857991578,1.0756118115910276,1.1351352840856463
2021-04-19,1.0750253154247642,1.0675061350745385,1.1295585144804186
2021-04-20,1.062086556986798,1.054657875768832,1.1212882055118445
2021-04-21,1.0745671900354237,1.0670512140073436,1.1318980945755697
2021-04-22,1.0622579287098364,1.0548280488457789,1.1215603861444947
2021-04-23,1.076794250754679,1.0692626977248683,1.133720691470364
2021-04-26,1.0816403523069138,1.0740749035994441,1.1360874718508158
2021-04-27,1.0821606778485269,1.0745915897648193,1.1358427581729302
2021-04-28,1.0818450984585946,1.074278217670207,1.135516354749321
2021-04-29,1.0898520050867346,1.0822291206172054,1.1427528750968232
2021-04-30,1.0845649070314296,1.0769790027550519,1.135244263006492
2021-05-03,1.083674349198672,1.0760946738592885,1.1376924664632038
2021-05-04,1.0759352612626008,1.0684097163674986,1.1306737261777502
2021-05-05,1.0765372525763377,1.0690074971001522,1.1310275965561238
2021-05-06,1.0858666705719722,1.0782716612124916,1.1400595135131195
2021-05-07,1.0944393887314596,1.0867844181664075,1.148356933877173
2021-05-10,1.0786181682524305,1.0710738579745693,1.136985347935205
2021-05-11,1.0675177704257846,1.060051101010906,1.1268378637215928
2021-05-12,1.0585878224683023,1.0511836128748315,1.1028980570640652
2021-05-13,1.0664121997014613,1.0589532631144023,1.1161467293612501
2021-05-14,1.07526495680998,1.0677441003068588,1.1332853980157302
2021-05-17,1.0750869497599627,1.0675673383132078,1.1304019899942062
2021-05-18,1.0684926450412693,1.0610191569422651,1.120662687839748
2021-05-19,1.0659705325868722,1.0585146852058456,1.1177245236883373
2021-05-20,1.0691246240157561,1.0616467155893248,1.1297490942571664
2021-05-21,1.0717705169849876,1.0642741020674649,1.1288239289976552
2021-05-24,1.0760594080558308,1.0685329948257087,1.1403316941457697
2021-05-25,1.0724481125186096,1.0649469582122102,1.137801267604407
2021-05-26,1.0737387882944254,1.066228606457425,1.1400595135131195
2021-05-27,1.0762432077521213,1.0687155089494227,1.1406579197897364
2021-05-28,1.0781505033813905,1.0706094641488324,1.1426983856364004
2021-06-01,1.0788049556290418,1.071259338881508,1.1416917973006295
2021-06-02,1.0801187233715992,1.0725639175785118,1.1434871050203015
2021-06-03,1.0737408816775347,1.0662306851985301,1.1392435049540963
2021-06-04,1.0837644715370478,1.0761841658440285,1.1496626364614313
2021-06-07,1.0823218870097189,1.0747516713611625,1.1485473358742786
2021-06-08,1.08390066125278,1.0763194029914631,1.1487920495521642
2021-06-09,1.0791935708314024,1.0716452359452802,1.147078253798573
2021-06-10,1.0811928383153855,1.0736305197094709,1.1524100430564517
2021-06-11,1.0857617624095255,1.0781674868219682,1.1543146852562542
2021-06-14,1.0860737852812106,1.0784773272741213,1.1568992456987548
2021-06-15,1.0828044561645693,1.075230865223864,1.1547770901063674
2021-06-16,1.079969310548627,1.0724155498118244,1.14832955581223
2021-06-17,1.0756180093742866,1.068094683472663,1.1479488407078404
2021-06-18,1.068114688466865,1.060643843955511,1.132462367160829
2021-06-21,1.0759315712396993,1.0684060521541727,1.1486748927677641
2021-06-22,1.0826217612923306,1.0750494481965969,1.1548157571786086
2021-06-23,1.0845381568327133,1.0769524396585046,1.1534238314677434
2021-06-24,1.0889649606988299,1.0813482805917798,1.1602472808159232
2021-06-25,1.0914425919551285,1.0838085822503563,1.1643685684880962
2021-06-28,1.0955804369732407,1.0879174854356521,1.1667157931078744
2021-06-29,1.0974947832308453,1.0898184419483297,1.167343533025502
2021-06-30,1.0975105574895627,1.0898341058752303,1.168326121109537
2021-07-01,1.100903076037727,1.0932028957181827,1.174794633401488
2021-07-02,1.1091085127658435,1.1013509401619264,1.183774283143592
2021-07-06,1.1100378375843678,1.1022737648908116,1.1816179938598468
2021-07-07,1.1119740073151403,1.1041963922340836,1.1857936821026211
2021-07-08,1.101333731142867,1.0936305386399279,1.176132158541752
2021-07-09,1.116930181237927,1.1091179005866387,1.1886869568943035
2021-07-12,1.1240229925627934,1.1161611017983508,1.1929446904420864
2021-07-13,1.1162565407725253,1.1084489718466985,1.1888781588998
2021-07-14,1.1154214831243965,1.1076197549438702,1.190652310842016
2021-07-15,1.1115559929358365,1.103781301623608,1.1865853348506232
2021-07-16,1.0992846696219476,1.0915958091192908,1.1772783038968764
2021-07-19,1.0812217737617191,1.0736592527690922,1.1598923437596946
2021-07-20,1.088763482959337,1.0811482120725522,1.1765141181036387
2021-07-21,1.0934490507745807,1.0858010070507842,1.1860393735685406
2021-07-22,1.095905394526725,1.0882401700989863,1.1885233107333926
2021-07-23,1.1049728582618974,1.0972442121694168,1.2007508167641225
2021-07-26,1.1080431849428094,1.1002930636908914,1.2036984921264062
2021-07-27,1.1003993247598545,1.0927026678891587,1.19821256791849
2021-07-28,1.1005334156793445,1.0928358209202171,1.19772109609683
2021-07-29,1.105453321805352,1.0977213151482565,1.2026886148672493
2021-07-30,1.096456712665122,1.0887876320858547,1.196847931382747
2021-08-02,1.096696825309328,1.0890260652809818,1.1943367939325942
2021-08-03,1.1061061162448713,1.098369543668209,1.2040532514029925
2021-08-04,1.0999707526580695,1.0922770934013648,1.1981305226134817
2021-08-05,1.1100767726909897,1.10231242766888,1.2057181577548992
2021-08-06,1.1130520213143542,1.105266866148832,1.2077106230980912
2021-08-09,1.113742095550722,1.1059521137150146,1.2067281239038774
2021-08-10,1.1166943759605503,1.1088837446308006,1.2082291174254094
2021-08-11,1.1211299177765068,1.11328826239701,1.2112313711379372
2021-08-12,1.1238513129471617,1.1159906229823402,1.2148615425477352
2021-08-13,1.1224832858807945,1.1146321644741162,1.2170724101817245
2021-08-16,1.1213042871440333,1.1134614121516555,1.2199380402389999
2021-08-17,1.1076434006792146,1.099896075687008,1.211940978580931
2021-08-18,1.097721511454439,1.0900435843391247,1.198676395005743
2021-08-19,1.0975330470802076,1.0898564381641944,1.2005323255835039
2021-08-20,1.10481364110223,1.0970861086416985,1.2100851368929915
2021-08-23,1.1144615541196734,1.106666540087368,1.2207297818768232
2021-08-24,1.1176731983854036,1.1098557207588848,1.22266757997995
2021-08-25,1.1221470478451399,1.1142982782290607,1.2252329402210618
2021-08-26,1.116787973606598,1.1089766876154452,1.2180004199155157
2021-08-27,1.1265607951831755,1.1186811539571175,1.2288902230263392
2021-08-30,1.1271641015776288,1.1192802405722584,1.2342947241579956
2021-08-31,1.1267110435229237,1.118830351396624,1.2324659049757145
2021-09-01,1.1257032373113052,1.1178295942066,1.2331208451786428
2021-09-02,1.1275369665728259,1.1196504975924573,1.2369147516391727
2021-09-03,1.1264244171018325,1.1185457297615806,1.2366145707128307
2021-09-07,1.1247712008802124,1.116904076831308,1.2321928354448517
2021-09-08,1.1228849410969737,1.115031010344352,1.230691930813141
2021-09-09,1.1208769427280494,1.1130370567627106,1.2254241422265584
2021-09-10,1.1120481183341404,1.1042699848893662,1.215762174216583
2021-09-13,1.1165973404382126,1.1087873878158219,1.2188737624092412
2021-09-14,1.1091563261911201,1.1013984191599444,1.2122960934168021
2021-09-15,1.1184827218445597,1.1106595820696246,1.2224218885140306
2021-09-16,1.1194755150482023,1.1116454312589807,1.220484179300725
2021-09-17,1.1116118078503279,1.1038367261450517,1.2085950768194724
2021-09-20,1.0932878451083667,1.085502949334204,1.1884428654451664
2021-09-21,1.0936912663997815,1.086083447954413,1.1873201870028502
2021-09-22,1.0973530480236302,1.0871989695331536,1.1989021751517037
2021-09-23,1.1001274281198852,1.0863428932445007,1.2134688168284786
2021-09-24,1.1011647427580324,1.0870070320207539,1.2154676822388004
2021-09-27,1.1026545479672427,1.0893787400369634,1.2119905791011851
2021-09-28,1.0971220842434342,1.0891502709024685,1.1875665895873397
2021-09-29,1.0976078042994337,1.0892713525041398,1.1895654549976613
2021-09-30,1.0887266238176625,1.0837080912787402,1.1750262802756508
2021-10-01,1.0950283914484649,1.0869265782723507,1.1889904267440317
2021-10-04,1.092657225760514,1.0878164046335936,1.1736571103590243
2021-10-05,1.0979629431913058,1.0903935735850028,1.1858689717812152
2021-10-06,1.0982510148072444,1.0894142530013415,1.1907976456997504
2021-10-07,1.0999085081605884,1.0888911280471003,1.2010928647962706
2021-10-08,1.101279742206288,1.09042913856341,1.1989021751517037
2021-10-11,1.0984615525615378,1.0896272499522681,1.1902226174461208
2021-10-12,1.0975966477399115,1.089311242698329,1.1872928978277284
2021-10-13,1.0958748842378363,1.0868801308476703,1.1915641426283405
2021-10-14,1.1033471317784571,1.0897863681719087,1.2116072861919795
2021-10-15,1.1116754486015332,1.095708120585413,1.220834494086249
2021-10-18,1.1159168743575827,1.0998886254707279,1.2244488431078655
2021-10-19,1.1222247270874968,1.1061058766192697,1.2338952533013234
2021-10-20,1.125112830014412,1.1089524968572972,1.238741793025029
2021-10-21,1.1306055482317254,1.1143663215148165,1.2419724046883336
2021-10-22,1.1309990703843595,1.1147541913906995,1.2406859023054642
2021-10-25,1.1424112713753682,1.1260024755147497,1.2473392165357824
2021-10-26,1.143857174107727,1.1274276103123342,1.2484618060882773
2021-10-27,1.1388910806246564,1.122532846319991,1.24293081474099
2021-10-28,1.152638979993937,1.1360832804857015,1.2549238294232774
2021-10-29,1.1543047186260293,1.137725093614032,1.2574701672426432
2021-11-01,1.1617695076827181,1.1450826636657592,1.259633212152803
2021-11-02,1.162830581516282,1.1461284969774863,1.264726243350819
2021-11-03,1.17481078036641,1.157936620636983,1.272447479893567
2021-11-04,1.1805878952336109,1.1636307570699767,1.2784439872347106
2021-11-05,1.1842790856228578,1.1672689297841556,1.2828798559842671
2021-11-08,1.1810201133049856,1.1640567670635094,1.2839750674718189
2021-11-09,1.169947667218206,1.1531433578420585,1.2797307562870437
2021-11-10,1.161176872096128,1.1444985402819141,1.2694355371905235
2021-11-11,1.1620874417266247,1.1453960311276001,1.2698462970544935
2021-11-12,1.1693307629933398,1.1525353143976702,1.2794296864624892
2021-11-15,1.1690953395504406,1.1523032724123181,1.27986764661176
2021-11-16,1.1772976444937489,1.1603877651887005,1.2849332997448328
2021-11-17,1.1752662339153337,1.158385532369929,1.2818118447820164
2021-11-18,1.1817840404940578,1.1648097217371558,1.2861657571163858
2021-11-19,1.1811281448347557,1.1641632469040035,1.2838655552120457
2021-11-22,1.1798031996249063,1.1628573322797406,1.2802512950802507
2021-11-23,1.1763233719081851,1.1594274863726046,1.281948823996554
2021-11-24,1.1788442659633107,1.1619121720700456,1.2853715265635675
2021-11-26,1.1567947668006477,1.1401793764796027,1.2567035814242318
2021-11-29,1.1720114288787051,1.1551774770746153,1.2721191208938902
2021-11-30,1.1570021812983122,1.1403838118206044,1.2473666834905468
2021-12-01,1.1422916850586189,1.125884606852149,1.2335117826124753
2021-12-02,1.1422916850586189,1.1257438712762926,1.2524046918892127
2021-12-03,1.1422916850586189,1.1285146643570103,1.2415071553639407
2021-12-06,1.1422916850586189,1.1251418455828082,1.2562107762552532
2021-12-07,1.1422916850586189,1.1194053545478653,1.2821952265810432
2021-12-08,1.1422916850586189,1.1184213225513102,1.2855904621932923
2021-12-09,1.1420061121373544,1.119968248488899,1.276910815597888
2021-12-10,1.1477971549932497,1.125647538691736,1.2889310305654762
2021-12-13,1.1410407902154314,1.1190215548673559,1.2775129552469973
2021-12-14,1.1361357443748583,1.1142111641518957,1.2687237075019986
2021-12-15,1.1469296840289076,1.1247968077488597,1.2885477376562706
2021-12-16,1.1369426160014473,1.1150024651727763,1.2771845962473207
2021-12-17,1.1322394011910373,1.1103900106530509,1.263591564782635
2021-12-20,1.1237627270299906,1.1020769151168188,1.2501552460728032
2021-12-21,1.1343530991272677,1.112462919502062,1.2723568122758977
2021-12-22,1.1385075909585411,1.116537240024677,1.2850787234923886
2021-12-23,1.1417720630305448,1.1197387159448715,1.2930746295827813
2021-12-27,1.1486930180200203,1.1265261138011986,1.3113743770823552
2021-12-28,1.147270582424215,1.1251311276571747,1.3103027213974334
2021-12-29,1.1470877048218464,1.1249517791354497,1.3119788278668167
2021-12-30,1.1438656718280595,1.1217919233253342,1.308351945380405
2021-12-31,1.140152950602095,1.1181508483395017,1.305054666351167
2022-01-03,1.1562429745103875,1.1339303750015688,1.3126109233856853
2022-01-04,1.1584395124975084,1.136084525295538,1.3121711854399896
2022-01-05,1.1323513984077924,1.1104998466034475,1.2869747433795307
2022-01-06,1.1357027550681227,1.1137865304565722,1.285765664030965
2022-01-07,1.1333130260282978,1.111442917214357,1.2806825884929283
2022-01-10,1.131926538928872,1.1100831858505815,1.2790887939980171
2022-01-11,1.137160867090764,1.1152165045615634,1.290739049529586
2022-01-12,1.1381598700887157,1.1161962292985501,1.2942286861319967
2022-01-13,1.1330008210198517,1.1111367369822525,1.2763959657532409
2022-01-14,1.1299453150125633,1.1081401946040113,1.2769180156734088
2022-01-18,1.1181079559337221,1.096392749444919,1.2543042673692044
2022-01-19,1.1130918059556518,1.0945756023368673,1.2412802196503039
2022-01-20,1.1130918059556518,1.0976719787285256,1.2275414088787775
2022-01-21,1.1130918059556518,1.1029119072386977,1.203444089458005
2022-01-24,1.1130918059556518,1.1019369545314908,1.2085548986202699
2022-01-25,1.1130918059556518,1.1054437694021546,1.1937997216326357
2022-01-26,1.1130918059556518,1.1058346897444788,1.1908045791058075
2022-01-27,1.1130918059556518,1.1073988580392997,1.1849246063203152
2022-01-28,1.1130918059556518,1.1001544820442721,1.2143524705414688
2022-01-31,1.1130918059556518,1.0949027685749195,1.236224433287389
2022-02-01,1.1130918059556518,1.0933540631378416,1.2445774097897204
2022-02-02,1.1130918059556518,1.0906477437853996,1.256667314377164
2022-02-03,1.1130918059556518,1.0970111397309685,1.2271294934471313
2022-02-04,1.1130918059556518,1.0954594957462882,1.2328996873033868
2022-02-07,1.1129526694799072,1.09609725524546,1.228942845800516
2022-02-08,1.1168266794610697,1.097780863836544,1.239054596305988
2022-02-09,1.1186316305329107,1.095479108075082,1.2571894531871535
2022-02-10,1.1159886874419567,1.0979834792615317,1.2346032607275348
2022-02-11,1.1065332267806365,1.0886805717036299,1.2102584720444178
2022-02-14,1.1025515815839233,1.084763165823564,1.2063018972110107
2022-02-15,1.1105955110941954,1.0926773156801077,1.225755434590336
2022-02-16,1.1111116541720976,1.0931851313764933,1.2271294934471313
2022-02-17,1.0981685294069579,1.0804508292083244,1.2009164185011008
2022-02-18,1.096439320935371,1.0787495195486778,1.193140248048824
2022-02-22,1.0934594193160776,1.0758176952527625,1.1803359359680394
2022-02-23,1.0934594193160776,1.0758176952527625,1.1593982052433973
2022-02-24,1.0934594193160776,1.0758176952527625,1.1768461215859864
2022-02-25,1.0934594193160776,1.0758176952527625,1.2028120828289577
2022-02-28,1.0934594193160776,1.0758176952527625,1.1997348061072997
2022-03-01,1.0934594193160776,1.0758176952527625,1.1814624366726691
2022-03-02,1.0934594193160776,1.0758176952527625,1.2031969757549457
2022-03-03,1.0934594193160776,1.0758176952527625,1.1972068684809316
2022-03-04,1.0934594193160776,1.0758176952527625,1.187480099791269
2022-03-07,1.0934594193160776,1.0758176952527625,1.1524740437277476
2022-03-08,1.0934594193160776,1.0758176952527625,1.143736440968892
2022-03-09,1.0934594193160776,1.0758176952527625,1.1744008514933757
2022-03-10,1.0934594193160776,1.0758176952527625,1.1690975069782954
2022-03-11,1.0934594193160776,1.0758176952527625,1.154232728841067
2022-03-14,1.0934594193160776,1.0758176952527625,1.1457971736947996
2022-03-15,1.0934594193160776,1.0758176952527625,1.1709937046450798
2022-03-16,1.0934594193160776,1.0758176952527625,1.1969594881084087
2022-03-17,1.0934594193160776,1.0758176952527625,1.2119345785138014
2022-03-18,1.0931860544612486,1.0755487408289492,1.2252086732998622
2022-03-21,1.0925655516987987,1.0749382491728305,1.2248505362100688
2022-03-22,1.1123383124404915,1.0943919989088904,1.2391828643180436
2022-03-23,1.0958792957668404,1.0781985297492858,1.2232242080405822
2022-03-24,1.1104689223675015,1.0925527693185408,1.2416632458900458
2022-03-25,1.1146848853580467,1.0967007125413413,1.2477271317156926
2022-03-28,1.1279074270998586,1.1097099236110644,1.2566023359178344
2022-03-29,1.1423325588760942,1.1239023222927949,1.2721474767468672
2022-03-30,1.1304838187493416,1.1122447481115922,1.2642922832435042
2022-03-31,1.110093070140022,1.0921829810392694,1.2448332346952617
2022-04-01,1.1099853167866807,1.0920769661637288,1.2483610939208074
2022-04-04,1.1235087813017748,1.1053822449600474,1.2590552505350723
2022-04-05,1.1044831403134674,1.0866635610499034,1.2431517059467825
2022-04-06,1.087984536189428,1.0704311431383968,1.2307209977846878
2022-04-07,1.0893612851277443,1.0717856797984655,1.2369225739434422
2022-04-08,1.088626110953736,1.0710623668235901,1.2336151614745825
2022-04-11,1.0838063417834407,1.0663203591469994,1.2125298736466747
2022-04-12,1.0838063417834407,1.0663203591469994,1.208037204301343
2022-04-13,1.0838063417834407,1.0663203591469994,1.2218735272067742
2022-04-14,1.0838063417834407,1.0663203591469994,1.206659234292413
2022-04-18,1.0838063417834407,1.066187069102106,1.2071553283847778
2022-04-19,1.0838063417834407,1.0617812921439997,1.2266418438877849
2022-04-20,1.0838063417834407,1.061964159923244,1.2257324121266338
2022-04-21,1.0838063417834407,1.0658038711918603,1.2074032420962282
2022-04-22,1.0838063417834407,1.0733276027140881,1.1742731168202476
2022-04-25,1.0838063417834407,1.0714796008270346,1.1810811882293522
2022-04-26,1.0838063417834407,1.0794123500617054,1.1468761183450635
2022-04-27,1.0838063417834407,1.0788548254044892,1.1501005966107023
